"","NR_Name","NR_ID","sex","generation","father","mother","foster","gestational_diet","nursing_diet","weanling_diet","majority_diet","overall_diet","birth_date","death_date","litter_size","litter_order","notes","rbg100","rbg120","rbg140","rbg200","rbg300"
"1764","T422M",638,"M",6,"T403M","T404F",NA,"Rab","Rab","Rab","Rab","Mix",2017-12-05,2018-10-01,3,1,"Paternal grandparents and maternal grandmother are siblings; rabbit diet switched to rodent 6/14 then new 6/28 and back to rabbit 7/6",NA,NA,NA,NA,NA
"1765","T423F",639,"F",6,"T403M","T404F",NA,"Rab","Rab","Rab","Rab","Rab",2017-12-05,2018-10-02,3,1,"Paternal grandparents and maternal grandmother are siblings",NA,NA,NA,NA,NA
"1766","T424M",640,"M",6,"T403M","T404F",NA,"Rab","Rab","Rab","Rab","Mix",2017-12-05,2018-10-03,3,1,"Paternal grandparents and maternal grandmother are siblings; rabbit switched to new diet 6/14 and back to rabbit 7/6",NA,NA,NA,NA,NA
"1767","T425M",641,"M",6,"T406M","T401F",NA,"Rab","Rab","Rab","Rab","Mix",2017-12-07,2018-10-03,3,1,"Paternal grandparents and maternal grandmother are siblings; rabbit switched rodent 6/14 then back to rabbit 6/28",NA,NA,NA,NA,NA
"1768","T426M",642,"M",6,"T406M","T401F",NA,"Rab","Rab","Rab","Rab","Rab",2017-12-07,2018-10-03,3,1,"Paternal grandparents and maternal grandmother are siblings",NA,NA,NA,NA,NA
"1769","T427F",643,"F",6,"T406M","T401F",NA,"Rab","Rab","Rab","Rab","Rab",2017-12-07,2018-10-04,3,1,"Paternal grandparents and maternal grandmother are siblings",NA,NA,NA,NA,NA
"1770","T428M",617,"M",5,"T407M","T399F",NA,"Rod","Rod","New","New","New",2017-12-30,2018-05-21,5,2,"Paternal grandmother and mother are sisters",NA,NA,NA,NA,NA
"1771","T429M",618,"M",5,"T407M","T399F",NA,"Rod","Rod","New","New","New",2017-12-30,2018-05-21,5,2,"Paternal grandmother and mother are sisters",8,NA,NA,NA,NA
"1772","T42F",200,"F",1,"1888M","5365F",NA,"Rod","Rod","Rod","Rod","Rod",2015-05-18,2016-08-31,9,1,"onset at 64wks",NA,NA,NA,NA,NA
"1773","T430F",619,"F",5,"T407M","T399F",NA,"Rod","Rod","New","New","New",2017-12-30,2018-09-12,5,2,"Paternal grandmother and mother are sisters",NA,NA,NA,NA,NA
"1774","T431M",620,"M",5,"T407M","T399F",NA,"Rod","Rod","New","New","New",2017-12-30,2018-10-12,5,2,"Paternal grandmother and mother are sisters",12,28,28,28,NA
"1775","T432M",621,"M",5,"T407M","T399F",NA,"Rod","Rod","New","New","New",2017-12-30,2018-05-21,5,2,"Paternal grandmother and mother are sisters",NA,NA,NA,NA,NA
"1776","T433M",622,"M",5,"T411M","T392F",NA,"Rod","Rod","New","New","New",2018-01-06,2018-09-29,2,1,"Inbred father; wt drop at the end drug study?",20,20,20,36,36
"1777","T434M",623,"M",5,"T411M","T392F",NA,"Rod","Rod","Rod","Rod","Rod",2018-01-06,2018-11-15,2,1,"Inbred father; onset >44wks",40,40,40,NA,NA
"1778","T435M",644,"M",6,"T412M","T408F",NA,"Rod","Rod","New","New","New",2018-01-30,2018-10-05,5,1,"Somewhat inbred",8,NA,NA,NA,NA
"1779","T436M",645,"M",6,"T412M","T408F",NA,"Rod","Rod","New","New","Mix",2018-01-30,2018-11-16,5,1,"Somewhat inbred; new diet switched to rodent 6/28 and back to new diet 7/6",32,NA,NA,NA,NA
"1780","T437M",646,"M",6,"T412M","T408F",NA,"Rod","Rod","New","New","New",2018-01-30,2018-11-16,5,1,"Somewhat inbred; weird wt drop at 36wks",28,NA,NA,NA,NA
"1781","T438F",647,"F",6,"T412M","T408F",NA,"Rod","Rod","New","New","New",2018-01-30,2018-10-12,5,1,"Somewhat inbred; New diet switched to rabbit 7/18 then back to new 7/30",16,28,28,NA,NA
"1782","T439F",648,"F",6,"T412M","T408F",NA,"Rod","Rod","New","New","New",2018-01-30,2018-10-08,5,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1783","T440M",649,"M",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-03-01,2018-10-12,4,1,"Somewhat inbred",24,24,24,24,NA
"1784","T441M",650,"M",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-03-01,2018-10-08,4,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1785","T442F",651,"F",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-03-01,2018-10-09,4,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1786","T443F",652,"F",6,"T413M","T409F",NA,"Rod","Rod","Rod","New","Mix",2018-03-01,2018-11-15,4,1,"Somewhat inbred; rodent switched to new 9/28/2018 to potentiate for drug study",12,28,28,NA,NA
"1787","T444F",624,"F",5,"T407M","T392F",NA,"Rod","Rod","Rod","Rod","Rod",2018-03-14,2018-10-09,7,2,"Inbred father; onset >28wks",20,20,NA,NA,NA
"1788","T445F",625,"F",5,"T407M","T392F",NA,"Rod","Rod","Rod","Rod","Rod",2018-03-14,2018-08-29,7,2,"Inbred father; onset at 24wks",20,20,20,20,24
"1789","T446M",626,"M",5,"T407M","T392F",NA,"Rod","Rod","Rod","Rod","Rod",2018-03-14,2018-08-28,7,2,"Inbred father; rodent diet switched to rabbit 7/18 then back to rodent diet 8/1",8,8,8,8,12
"1790","T447M",627,"M",5,"T407M","T392F",NA,"Rod","Rod","New","New","Mix",2018-03-14,2018-08-27,7,2,"Inbred father; new diet switched to rodent 6/28 and back to new diet 7/6 then rodent 7/18, then back to new diet 8/1",NA,NA,NA,NA,NA
"1791","T448M",628,"M",5,"T407M","T392F",NA,"Rod","Rod","New","New","Mix",2018-03-14,2018-08-28,7,2,"Inbred father; new diet switched to rodent 7/18 then back to new diet 8/1",NA,NA,NA,NA,NA
"1792","T449M",629,"M",5,"T407M","T392F",NA,"Rod","Rod","New","New","Mix",2018-03-14,2018-08-29,7,2,"Inbred father; new diet switched to rabbit 7/18 then back to new diet 8/1",16,16,16,16,NA
"1793","T44M",202,"M",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-11-02,6,1,NA,NA,NA,NA,NA,NA
"1794","T450M",630,"M",5,"T407M","T392F",NA,"Rod","Rod","New","New","New",2018-03-14,2018-08-23,7,2,"Inbred father",12,12,12,12,12
"1795","T451M",653,"M",6,"T411M","T415F",NA,"Rod","Rod","Rod","Rod","Rod",2018-03-12,2018-08-02,8,1,"onset>16wks; Somewhat inbred",NA,NA,NA,NA,NA
"1796","T452F",654,"F",6,"T411M","T415F",NA,"Rod","Rod","Rod","New","Mix",2018-03-12,2018-10-10,8,1,"Somewhat inbred; rodent switched to new 9/28/2018 to potentiate for drug study",8,NA,NA,NA,NA
"1797","T453F",655,"F",6,"T411M","T415F",NA,"Rod","Rod","Rod","New","Mix",2018-03-12,2018-11-15,8,1,"Somewhat inbred; rodent switched to new 9/28/2018 to potentiate for drug study",NA,NA,NA,NA,NA
"1798","T454F",656,"F",6,"T411M","T415F",NA,"Rod","Rod","New","New","Mix",2018-03-12,2018-10-10,8,1,"Somewhat inbred; new diet switched to rabbit 7/18 then back to new 7/30",12,NA,NA,NA,NA
"1799","T455F",657,"F",6,"T411M","T415F",NA,"Rod","Rod","New","New","Mix",2018-03-12,2018-11-15,8,1,"Somewhat inbred; new diet switched to rabbit 7/18 then back to new 7/30",16,16,NA,NA,NA
"1800","T456M",658,"M",6,"T411M","T415F",NA,"Rod","Rod","New","New","New",2018-03-12,2018-10-11,8,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1801","T457M",659,"M",6,"T411M","T415F",NA,"Rod","Rod","New","New","New",2018-03-12,2018-10-19,8,1,"Somewhat inbred",20,NA,NA,NA,NA
"1802","T458M",660,"M",6,"T411M","T415F",NA,"Rod","Rod","New","New","New",2018-03-12,2018-11-16,8,1,"Somewhat inbred",28,28,28,NA,NA
"1803","T459M",661,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-15,6,1,"Somewhat inbred",12,12,12,NA,NA
"1804","T45M",203,"M",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-11-02,6,1,NA,NA,NA,NA,NA,NA
"1805","T460M",662,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-06-07,6,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1806","T461M",663,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-10-19,6,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1807","T462M",664,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-15,6,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1808","T463M",665,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-16,6,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1809","T464M",666,"M",6,"T407M","T414F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-16,6,1,"Somewhat inbred",12,12,NA,NA,NA
"1810","T465M",667,"M",6,"T413M","T408F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-15,4,2,"Somewhat inbred",NA,NA,NA,NA,NA
"1811","T466M",668,"M",6,"T413M","T408F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-15,4,2,"Somewhat inbred",16,NA,NA,NA,NA
"1812","T467M",669,"M",6,"T413M","T408F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-11-15,4,2,"Somewhat inbred",24,NA,NA,NA,NA
"1813","T468M",670,"M",6,"T413M","T408F",NA,"Rod","Rod","New","New","New",2018-04-02,2018-07-11,4,2,"Somewhat inbred",NA,NA,NA,NA,NA
"1814","T469M",671,"M",6,"T412M","T410F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-08,2019-03-06,5,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1815","T46M",204,"M",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-11-02,6,1,NA,NA,NA,NA,NA,NA
"1816","T470F",672,"F",6,"T412M","T410F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-08,2019-03-26,5,1,"Somewhat inbred",NA,NA,NA,NA,NA
"1817","T471M",1,"M",6,"T412M","T410F",NA,"Rod","Rod","Rod","Rod","Rod",2018-05-08,2019-03-12,5,1,"onset at 24wks; Somewhat inbred",8,8,8,8,24
"1818","T472M",2,"M",6,"T412M","T410F",NA,"Rod","Rod","Rod","New","Mix",2018-05-08,2019-03-13,5,1,"onset >44wks; Somewhat inbred; changed to from New Rod 07/30",20,36,36,40,NA
"1819","T473F",3,"F",6,"T412M","T410F",NA,"Rod","Rod","Rod","Rod","Rod",2018-05-08,2019-03-14,5,1,"onset >44wks; Somewhat inbred",NA,NA,NA,NA,NA
"1820","T474M",4,"M",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-05-09,2019-01-18,5,2,"Somewhat inbred",20,20,20,NA,NA
"1821","T475M",5,"M",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-05-09,2019-03-14,5,2,"Somewhat inbred",NA,NA,NA,NA,NA
"1822","T476M",6,"M",6,"T413M","T409F",NA,"Rod","Rod","New","New","New",2018-05-09,2019-03-14,5,2,"Somewhat inbred",16,16,20,20,36
"1823","T477F",7,"F",6,"T413M","T409F",NA,"Rod","Rod","Rod","Rod","Rod",2018-05-09,2019-03-23,5,2,"onset >44wks; Somewhat inbred; disregard wt at 36wks",12,28,NA,NA,NA
"1824","T478F",8,"F",6,"T413M","T409F",NA,"Rod","Rod","Rod","Rod","Rod",2018-05-09,2019-03-23,5,2,"onset >44wks; Somewhat inbred; disregard wt at 20wks and 40wks",44,NA,NA,NA,NA
"1825","T479M",631,"M",5,"T407M","T392F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-15,2019-03-15,7,3,"Inbred father",40,NA,NA,NA,NA
"1826","T47F",205,"F",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-11-02,6,1,NA,NA,NA,NA,NA,NA
"1827","T480F",632,"F",5,"T407M","T392F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-15,2019-03-05,7,3,"Inbred father",NA,NA,NA,NA,NA
"1828","T481M",633,"M",5,"T407M","T392F",NA,"Rod","Rod","New","New","New",2018-05-15,2019-03-14,7,3,"Inbred father",8,24,24,36,36
"1829","T482M",634,"M",5,"T407M","T392F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-15,2019-03-15,7,3,"Inbred father",NA,NA,NA,NA,NA
"1830","T483M",635,"M",5,"T407M","T392F",NA,"Rod","Rod","New","Rod","Mix",2018-05-15,2019-02-19,7,3,"Inbred father",24,24,24,24,24
"1831","T484M",636,"M",5,"T407M","T392F",NA,"Rod","Rod","New","Rod","Mix",2018-05-15,2019-03-14,7,3,"Inbred father",36,36,36,36,NA
"1832","T485F",637,"F",5,"T407M","T392F",NA,"Rod","Rod","New","New","New",2018-05-15,2019-02-08,7,3,"Inbred father",12,24,24,24,24
"1833","T486M",9,"M",6,"T411M","T415F",NA,"Rod","Rod","New","New","New",2018-05-14,2019-03-14,4,2,"Somewhat inbred",12,20,28,28,36
"1834","T487M",10,"M",6,"T411M","T415F",NA,"Rod","Rod","New","New","New",2018-05-14,2019-03-14,4,2,"Somewhat inbred",NA,NA,NA,NA,NA
"1835","T488F",11,"F",6,"T411M","T415F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-14,2019-03-21,4,2,"Somewhat inbred",8,12,NA,NA,NA
"1836","T489M",12,"M",6,"T411M","T415F",NA,"Rod","Rod","Rab","Rab","Rab",2018-05-14,2019-02-21,4,2,"Somewhat inbred",4,NA,NA,NA,NA
"1837","T48F",206,"F",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-11-02,6,1,NA,NA,NA,NA,NA,NA
"1838","T490M",13,"M",6,"T422M","T402F",NA,"Rab","Rab","Rab","Rab","Rab",2018-05-14,2019-03-21,2,2,"Paternal grandparents and mother are siblings",NA,NA,NA,NA,NA
"1839","T491F",14,"F",6,"T422M","T402F",NA,"Rab","Rab","New","New","New",2018-05-14,2019-03-14,2,2,"Paternal grandparents and mother are siblings",8,NA,NA,NA,NA
"1840","T492M",43,"M",7,"T403M","T427F",NA,"Rab","Rab","Rod","Rod","Rod",2018-05-15,2019-03-21,1,1,"onset >44wks",28,28,28,28,NA
"1841","T493F",15,"F",6,"T434M","T420F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-17,2019-05-21,1,1,"Mother was on New diet and switched to Rodent diet just before pregnancy (06/15)",8,8,NA,NA,NA
"1842","T494M",44,"M",7,"T412M","T427F",NA,"Rab","Rab","Rod","Rod","Rod",2018-07-13,2019-05-04,3,2,"onset >40wks",40,40,40,NA,NA
"1843","T495F",45,"F",7,"T412M","T427F",NA,"Rab","Rab","Rab","Rab","Rab",2018-07-13,2019-05-21,3,2,NA,NA,NA,NA,NA,NA
"1844","T496M",46,"M",7,"T412M","T427F",NA,"Rab","Rab","Rod","Rod","Rod",2018-07-13,2019-05-04,3,2,"onset >40wks",NA,NA,NA,NA,NA
"1845","T497M",16,"M",6,"T425M","T410F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-13,2019-05-05,4,2,"Father on rabbit diet, mother on rodent diet",NA,NA,NA,NA,NA
"1846","T498F",17,"F",6,"T425M","T410F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-13,2019-02-08,4,2,"Father on rabbit diet, mother on rodent diet; onset >28wks",20,24,24,NA,NA
"1847","T499F",18,"F",6,"T425M","T410F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-13,2019-06-12,4,2,"Father on rabbit diet, mother on rodent diet; onset at 40wks; disregard 28wk wt",8,8,8,8,40
"1848","T49F",207,"F",1,"5394M","1903F",NA,"Rod","Rab","Rab","Rab","Rab",2015-05-19,2015-12-02,6,1,NA,NA,NA,NA,NA,NA
"1849","T4F",162,"F",1,"1888M","1845F",NA,"Rod","Rod","Rod","Rod","Rod",2015-04-16,2015-11-18,5,1,"onset >32 weeks",NA,NA,NA,NA,NA
"1850","T500F",19,"F",6,"T425M","T410F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-13,2019-05-05,4,2,"Father on rabbit diet, mother on rodent diet; onset at 24wks",4,24,24,24,24
"1851","T501M",20,"M",6,"T422M","T409F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-11,2019-04-18,5,3,"onset at 23wks; RBG and wt drop at the end; Father on rabbit diet, mother on rodent diet",4,8,8,8,12
"1852","T502M",21,"M",6,"T422M","T409F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-11,2019-05-01,5,3,"Father on rabbit diet, mother on rodent diet",32,NA,NA,NA,NA
"1853","T503F",22,"F",6,"T422M","T409F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-11,2019-03-27,5,3,"Father on rabbit diet, mother on rodent diet",NA,NA,NA,NA,NA
"1854","T504F",23,"F",6,"T422M","T409F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-11,2019-07-05,5,3,"Father on rabbit diet, mother on rodent diet",NA,NA,NA,NA,NA
"1855","T505F",24,"F",6,"T422M","T409F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-11,2019-05-01,5,3,"Father on rabbit diet, mother on rodent diet",4,NA,NA,NA,NA
"1856","T506M",47,"M",7,"T447M","T443F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-25,2019-06-03,7,1,"Parents have mixed diets",NA,NA,NA,NA,NA
"1857","T507M",48,"M",7,"T447M","T443F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-25,2019-06-03,7,1,"Parents have mixed diets",20,NA,NA,NA,NA
"1858","T508M",49,"M",7,"T447M","T443F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-25,2019-08-25,7,1,"Parents have mixed diets",NA,NA,NA,NA,NA
"1859","T509M",50,"M",7,"T447M","T443F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-25,2019-04-20,7,1,"onset at 16wks; Parents have mixed diets",12,12,12,12,16
"1860","T510M",51,"M",7,"T447M","T443F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-25,2019-07-08,7,1,"onset at 32wks; wt dipped briefly at 40wks; Parents have mixed diets",16,16,16,28,32
"1861","T511M",52,"M",7,"T447M","T443F",NA,"Rod","Rod","Rab","Rab","Rab",2018-07-25,2019-07-05,7,1,"Parents have mixed diets",40,40,NA,NA,NA
"1862","T512F",53,"F",7,"T447M","T443F",NA,"Rod","Rod","Rod","Rod","Rod",2018-07-25,2019-05-25,7,1,"onset >40wks; Parents have mixed diets",NA,NA,NA,NA,NA
"1863","T513F",54,"F",7,"T447M","T452F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-16,2019-06-03,4,1,NA,16,NA,NA,NA,NA
"1864","T514M",55,"M",7,"T447M","T452F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-16,2019-05-21,4,1,"onset at 36wks",16,32,32,32,36
"1865","T515M",56,"M",7,"T447M","T452F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-16,2019-06-20,4,1,"onset at 28wks",24,24,28,28,28
"1866","T516M",57,"M",7,"T447M","T452F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-16,2019-04-30,4,1,NA,16,16,NA,NA,NA
"1867","T517M",58,"M",7,"T433M","T477F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-27,2019-06-03,6,1,"Father was on New diet",NA,NA,NA,NA,NA
"1868","T518F",59,"F",7,"T433M","T477F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-27,2019-06-03,6,1,"Father was on New diet",NA,NA,NA,NA,NA
"1869","T519F",60,"F",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-27,2018-12-14,6,1,"onset >12wks; Father was on New diet",NA,NA,NA,NA,NA
"1870","T520M",61,"M",7,"T433M","T477F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-27,2019-06-03,6,1,"Father was on New diet",20,NA,NA,NA,NA
"1871","T521M",62,"M",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-27,2019-02-02,6,1,"onset >20wks; Father was on New diet",20,20,20,NA,NA
"1872","T522M",63,"M",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-27,2019-03-19,6,1,"onset at 16wks; found dead 28wks; Father was on New diet",12,12,12,16,16
"1873","T523M",64,"M",7,"T484M","T473F",NA,"New","New","Rod","Rod","Rod",2018-08-27,2018-11-21,3,1,"onset >12wks; Father was on New diet",NA,NA,NA,NA,NA
"1874","T524F",65,"F",7,"T484M","T473F",NA,"New","New","Rab","Rab","Rab",2018-08-27,2018-11-22,3,1,"onset>12wks; Father was on New diet",NA,NA,NA,NA,NA
"1875","T525F",66,"F",7,"T484M","T473F",NA,"New","New","Rod","Rod","Rod",2018-08-27,2018-11-22,3,1,"onset >12wks; Father was on New diet",NA,NA,NA,NA,NA
"1876","T526F",25,"F",6,"T474M","T485F",NA,"New","New","Rab","Rab","Rab",2018-08-27,2018-10-01,5,1,NA,NA,NA,NA,NA,NA
"1877","T527F",26,"F",6,"T474M","T485F",NA,"New","New","Rod","Rod","Rod",2018-08-27,2018-11-22,5,1,"onset >12wks",4,4,4,NA,NA
"1878","T528M",27,"M",6,"T474M","T485F",NA,"New","New","Rab","Rab","Rab",2018-08-27,2018-10-02,5,1,NA,NA,NA,NA,NA,NA
"1879","T529F",28,"F",6,"T474M","T485F",NA,"New","New","Rod","Rod","Rod",2018-08-27,2018-11-23,5,1,"onset >12wks",4,4,4,NA,NA
"1880","T530M",29,"M",6,"T474M","T485F",NA,"New","New","Rod","Rod","Rod",2018-08-27,2018-11-23,5,1,"onset >12wks",12,NA,NA,NA,NA
"1881","T531F",67,"F",7,"T483M","T478F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-30,2018-11-24,5,1,"Father was on New diet",NA,NA,NA,NA,NA
"1882","T532F",68,"F",7,"T483M","T478F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-30,2019-11-24,5,1,"Father was on New diet",NA,NA,NA,NA,NA
"1883","T533M",69,"M",7,"T483M","T478F",NA,"Rod","Rod","Rab","Rab","Rab",2018-08-30,2019-11-25,5,1,"Father was on New diet",NA,NA,NA,NA,NA
"1884","T534F",70,"F",7,"T483M","T478F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-30,2019-11-25,5,1,"onset >12wks; Father was on New diet",NA,NA,NA,NA,NA
"1885","T535F",71,"F",7,"T483M","T478F",NA,"Rod","Rod","Rod","Rod","Rod",2018-08-30,2019-11-25,5,1,"onset>12wks; Father was on New diet",NA,NA,NA,NA,NA
"1886","T541M",72,"M",7,"T484M","T473F",NA,"New","New","Rod","Rod","Rod",2018-09-21,2019-12-17,5,2,"onset at 8wks; Father was on New diet",8,8,8,8,8
"1887","T542M",73,"M",7,"T484M","T473F",NA,"New","New","Rab","Rab","Rab",2018-09-21,2019-12-17,5,2,"Father was on New diet",NA,NA,NA,NA,NA
"1888","T543M",74,"M",7,"T484M","T473F",NA,"New","New","Rod","Rod","Rod",2018-09-21,2019-12-18,5,2,"onset at 12wks; Father was on New diet",8,8,8,8,12
"1889","T544F",75,"F",7,"T484M","T473F",NA,"New","New","Rab","Rab","Rab",2018-09-21,2019-03-23,5,2,"Father was on New diet",NA,NA,NA,NA,NA
"1890","T545F",76,"F",7,"T484M","T473F",NA,"New","New","Rod","Rod","Rod",2018-09-21,2019-03-14,5,2,"Father was on New diet; not sure why on New diet at the end",16,24,24,NA,NA
"1891","T546F",77,"F",7,"T483M","T478F",NA,"Rod","Rod","Rab","Rab","Rab",2018-09-26,2019-08-03,3,2,"Father was on New diet",NA,NA,NA,NA,NA
"1892","T547F",78,"F",7,"T483M","T478F",NA,"Rod","Rod","Rab","Rab","Rab",2018-09-26,2018-12-18,3,2,"Father was on New diet",NA,NA,NA,NA,NA
"1893","T548F",79,"F",7,"T483M","T478F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2019-08-03,3,2,"onset at 32wks; Father was on New diet",8,12,12,16,32
"1894","T549F",80,"F",7,"T472M","T491F",NA,"New","New","New","Rab","Rab",2018-09-15,2019-03-31,1,1,"Father was on rodent diet; New diet to rabbit diet 11/25/18 (10wk old)",NA,NA,NA,NA,NA
"1895","T54M",211,"M",1,"5346M","1908F",NA,"Rod","Rod","Rod","Rod","Rod",2015-05-26,2016-09-07,6,1,"onset at 24wks",12,12,20,24,24
"1896","T550M",81,"M",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-12-19,8,2,"onset at 12wks; Father was on New diet",8,8,8,8,12
"1897","T551M",82,"M",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-12-20,8,2,"onset >12wks; Father was on New diet",4,NA,NA,NA,NA
"1898","T552M",83,"M",7,"T433M","T477F",NA,"Rod","Rod","Rab","Rab","Rab",2018-09-26,2018-12-20,8,2,"Father was on New diet",NA,NA,NA,NA,NA
"1899","T553M",84,"M",7,"T433M","T477F",NA,"Rod","Rod","Rab","Rab","Rab",2018-09-26,2018-12-19,8,2,"Father was on New diet",8,NA,NA,NA,NA
"1900","T554F",85,"F",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-11-21,8,2,"Father was on New diet",NA,NA,NA,NA,NA
"1901","T555F",86,"F",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-11-21,8,2,"Father was on New diet",4,NA,NA,NA,NA
"1902","T556F",87,"F",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-11-21,8,2,"Father was on New diet",4,4,NA,NA,NA
"1903","T557F",88,"F",7,"T433M","T477F",NA,"Rod","Rod","Rod","Rod","Rod",2018-09-26,2018-11-21,8,2,"Father was on New diet",4,NA,NA,NA,NA
"1904","T558M",736,"M",8,"T501M","T512F",NA,"Rod","Rod","Rod","Rod","Rod",2018-10-08,2018-12-29,5,1,"onset >8 wks; Discard 12wk RBG taken post-mortem",NA,NA,NA,NA,NA
"1905","T559M",737,"M",8,"T501M","T512F",NA,"Rod","Rod","Rod","Rod","Rod",2018-10-08,2018-12-29,5,1,"onset >8wks; Discard 12wk RBG taken post-mortem",NA,NA,NA,NA,NA
"1906","T55M",212,"M",1,"5346M","1908F",NA,"Rod","Rod","Rod","Rod","Rod",2015-05-26,2016-05-05,6,1,"onset at 28wks",12,20,20,20,28
"1907","T560M",738,"M",8,"T501M","T512F",NA,"Rod","Rod","Rab","Rab","Rab",2018-10-08,2018-12-30,5,1,NA,NA,NA,NA,NA,NA
"1908","T561M",739,"M",8,"T501M","T512F",NA,"Rod","Rod","Rab","Rab","Rab",2018-10-08,2018-12-30,5,1,NA,NA,NA,NA,NA,NA
"1909","T562M",740,"M",8,"T501M","T512F",NA,"Rod","Rod","Rod","Rod","Rod",2018-10-08,2018-12-31,5,1,"onset >12wks",NA,NA,NA,NA,NA
"1910","T563M",30,"M",6,"T469M","T480F",NA,"Rab","Rab","Rod","Rod","Rod",2018-10-11,2019-08-03,2,1,"onset >40wks, maybe 44wks",36,36,36,40,NA
"1911","T564M",31,"M",6,"T469M","T480F",NA,"Rab","Rab","Rab","Rab","Rab",2018-10-11,2019-03-06,2,1,NA,NA,NA,NA,NA,NA
"1912","T565M",89,"M",7,"T496M","T498F",NA,"Rod","Rod","Rab","Rab","Rab",2018-10-18,2019-01-16,5,1,NA,NA,NA,NA,NA,NA
